id,usager_id,maison_fs_id,date_demande,type_service,organisme_concerne,canal,duree_traitement,satisfaction_score,resolu,conseiller_id,complexite,suivi_necessaire
76,4229,281,2024-11-30 18:03:30.101607,logement,cpam,physique,78,2,True,463,simple,False
77,1724,70,2024-08-10 21:57:47.321875,famille,msa,visio,70,2,False,578,moyen,True
78,807,209,2025-05-22 16:25:42.297601,logement,msa,numerique,30,1,False,460,simple,True
79,1110,263,2024-10-25 22:21:51.588530,energie,pole_emploi,physique,32,3,True,818,moyen,False
80,3399,292,2025-01-02 11:05:01.788846,retraite,caf,telephone,49,1,False,1078,simple,False
81,1230,85,2024-11-26 03:33:54.214653,logement,msa,numerique,57,1,True,1179,moyen,False
82,1721,69,2024-12-26 17:19:01.925526,services_postaux,cpam,telephone,116,4,True,728,moyen,False
83,1808,273,2024-07-25 22:11:58.279144,acces_droit,cnav,visio,99,5,False,1478,simple,False
84,1079,181,2024-10-10 23:06:23.700085,social,msa,physique,92,4,True,955,simple,True
85,881,139,2024-11-20 12:20:24.467301,logement,msa,visio,56,4,True,883,moyen,True
86,3433,269,2025-07-06 01:31:08.828127,emploi,ants,physique,94,5,False,797,complexe,False
87,4112,209,2025-01-14 09:58:23.921913,famille,cpam,visio,102,1,True,223,complexe,False
88,2535,179,2024-12-13 11:41:43.077135,services_postaux,la_poste,numerique,96,5,False,1285,moyen,False
89,3713,28,2025-01-11 03:58:54.214016,services_postaux,ants,telephone,42,3,False,436,complexe,True
90,1690,59,2024-07-31 04:01:59.211307,sante,justice,numerique,91,4,True,1248,complexe,False
91,1702,87,2025-05-05 03:47:03.100053,acces_droit,cpam,numerique,76,3,False,331,simple,True
92,699,111,2025-07-08 15:48:11.591247,services_postaux,pole_emploi,physique,109,1,True,962,moyen,True
93,3106,146,2024-09-08 13:47:24.939105,services_postaux,ants,visio,91,4,True,308,moyen,True
94,4105,34,2024-12-28 16:20:51.386334,logement,pole_emploi,telephone,80,4,False,414,complexe,False
95,2294,285,2025-01-31 04:25:29.876960,retraite,msa,visio,27,5,True,468,simple,False
96,4299,175,2025-04-24 10:27:02.426131,acces_droit,ants,telephone,35,1,True,148,complexe,True
97,508,100,2025-01-01 14:35:54.780460,social,justice,visio,107,2,False,763,complexe,True
98,1373,59,2024-11-03 19:18:49.936172,famille,pole_emploi,physique,96,3,False,1316,simple,False
99,2231,46,2025-06-08 00:58:44.959015,energie,cpam,physique,39,2,True,866,moyen,True
100,2103,172,2025-03-31 11:35:20.603321,social,la_poste,visio,39,5,False,1032,moyen,True
101,2223,18,2025-07-15 05:50:48.404495,energie,msa,physique,112,2,False,1100,simple,True
102,2471,52,2024-11-06 01:04:00.716634,emploi,justice,numerique,32,5,True,482,complexe,True
103,3046,215,2024-10-27 20:41:45.247481,emploi,la_poste,numerique,47,3,True,893,complexe,True
104,4733,120,2024-10-22 20:37:13.696668,retraite,msa,telephone,64,5,False,1266,moyen,True
105,3947,133,2024-11-26 11:16:46.311527,sante,cpam,numerique,80,2,True,716,complexe,True
106,88,281,2025-02-05 16:36:30.126147,acces_droit,justice,physique,108,1,True,1476,complexe,True
107,1073,103,2024-09-15 20:39:27.983455,logement,msa,physique,44,3,False,438,complexe,True
108,4699,121,2024-12-01 00:12:43.506059,emploi,cpam,physique,20,1,False,79,complexe,True
109,930,41,2025-05-08 20:31:29.166907,famille,cpam,visio,68,3,False,1483,simple,False
110,137,204,2025-03-18 00:54:37.581789,logement,caf,telephone,115,3,False,1290,moyen,False
111,1581,266,2024-11-16 06:58:06.240876,services_postaux,pole_emploi,physique,28,3,False,606,complexe,False
112,1812,262,2025-03-09 17:49:45.859876,acces_droit,caf,visio,41,5,True,51,simple,False
113,1858,198,2024-12-23 04:00:43.190432,social,cpam,physique,89,3,True,48,complexe,False
114,1867,180,2024-08-28 09:13:50.199135,acces_droit,cpam,visio,33,5,True,1499,moyen,True
115,2244,284,2025-06-07 13:51:30.403411,emploi,caf,numerique,92,1,True,1261,moyen,False
116,1931,287,2025-02-25 00:52:41.835648,emploi,cnav,telephone,63,3,False,1390,simple,False
117,2586,197,2025-01-17 21:58:19.715733,social,pole_emploi,physique,32,3,True,715,moyen,True
118,900,280,2024-09-07 06:53:35.039465,acces_droit,caf,visio,88,5,False,783,simple,True
119,2890,106,2025-06-21 17:31:02.404289,energie,la_poste,physique,58,1,False,1453,complexe,True
120,2190,70,2024-09-08 09:04:43.254519,emploi,cpam,telephone,89,4,False,428,moyen,False
121,1500,163,2024-08-31 03:14:02.852968,services_postaux,pole_emploi,visio,113,1,True,287,simple,False
122,559,51,2024-11-19 19:05:05.302926,sante,justice,numerique,74,5,False,873,moyen,True
123,4727,26,2025-05-04 19:07:14.914474,social,justice,physique,35,3,True,1120,moyen,False
124,1683,69,2025-03-17 23:58:44.907222,famille,cnav,telephone,37,4,True,895,simple,False
125,3986,37,2025-01-04 22:24:01.841930,logement,caf,visio,58,4,False,331,simple,False
126,917,231,2025-05-14 12:38:23.079476,retraite,cnav,telephone,51,1,True,430,complexe,False
127,1805,69,2025-04-10 00:01:13.991220,retraite,cnav,visio,82,4,False,486,complexe,False
128,2777,28,2025-05-11 04:51:29.519153,famille,la_poste,visio,41,5,True,1021,complexe,False
129,1237,91,2025-04-08 10:15:24.187699,energie,msa,visio,27,3,True,911,moyen,True
130,3036,66,2024-09-10 16:58:00.112853,energie,msa,physique,107,5,True,389,moyen,False
131,3599,196,2025-03-28 17:19:04.396720,energie,justice,telephone,48,4,False,376,complexe,True
132,1169,156,2024-07-18 14:39:13.035089,retraite,msa,physique,106,3,True,408,simple,True
133,1662,85,2024-11-23 04:14:55.743734,emploi,cpam,numerique,76,2,True,165,simple,False
134,4987,157,2025-05-12 00:23:30.333612,retraite,pole_emploi,telephone,22,2,False,933,complexe,True
135,399,16,2025-03-28 01:50:09.792744,acces_droit,cnav,physique,20,1,False,119,complexe,False
136,2775,19,2024-08-04 23:13:53.051447,sante,pole_emploi,visio,34,3,False,1416,complexe,True
137,920,250,2024-08-03 15:55:52.432334,services_postaux,justice,numerique,82,4,True,732,moyen,True
138,599,277,2024-09-27 09:34:41.829389,sante,la_poste,physique,88,2,True,1092,complexe,True
139,1913,156,2024-08-19 10:19:23.859915,logement,cnav,physique,53,4,False,1081,complexe,False
140,1342,122,2025-04-19 11:24:27.367725,energie,la_poste,numerique,47,1,False,770,moyen,True
141,4079,16,2025-06-27 23:32:25.200153,energie,caf,numerique,64,5,True,1367,complexe,False
142,2859,77,2025-04-20 10:00:02.834657,services_postaux,ants,numerique,94,4,False,952,complexe,False
143,3127,201,2025-01-20 05:45:14.736881,famille,ants,visio,70,1,False,125,moyen,False
144,4167,85,2024-08-04 04:04:51.668062,logement,justice,physique,41,5,False,751,complexe,False
145,2244,256,2025-05-22 05:02:25.246793,energie,cpam,physique,16,3,True,756,complexe,False
146,2496,105,2024-12-25 00:02:40.670556,logement,ants,visio,96,1,True,551,simple,True
147,2256,237,2025-06-06 18:14:30.505798,logement,pole_emploi,numerique,22,4,False,14,complexe,True
148,2505,100,2025-07-15 05:17:55.889775,emploi,ants,physique,28,1,True,641,complexe,False
149,1419,214,2025-02-14 13:50:54.536183,logement,pole_emploi,numerique,29,1,True,749,complexe,True
150,634,177,2025-02-12 12:47:02.304368,energie,msa,telephone,27,2,True,1421,simple,False
151,1722,7,2024-07-25 19:16:55.340182,retraite,cnav,visio,18,1,True,823,simple,False
152,3189,45,2024-08-21 03:49:46.242335,retraite,cpam,telephone,56,3,False,785,simple,False
153,2327,228,2025-05-02 22:15:45.184201,sante,justice,numerique,104,2,True,49,complexe,False
154,3353,94,2025-05-10 20:18:40.972035,acces_droit,cnav,numerique,40,1,True,119,simple,True
155,4085,181,2024-11-17 01:36:51.942050,sante,msa,numerique,116,3,False,1375,simple,False
156,2542,196,2024-12-03 02:07:02.066502,retraite,cpam,physique,43,2,True,177,moyen,True
157,4543,102,2025-06-05 11:43:33.937845,services_postaux,la_poste,visio,92,1,True,62,complexe,True
158,1007,104,2025-01-10 02:23:26.813023,social,pole_emploi,telephone,20,5,True,1393,simple,True
159,539,290,2024-10-08 00:14:34.811588,sante,msa,telephone,89,5,False,1246,complexe,False
160,2610,222,2025-04-23 01:03:17.000210,energie,ants,numerique,113,3,False,651,simple,False
161,4744,49,2025-07-10 22:02:27.818103,social,pole_emploi,physique,45,3,False,743,moyen,False
162,3287,199,2025-04-10 22:39:19.896267,social,ants,physique,64,1,True,897,simple,False
163,3492,253,2025-02-11 11:00:58.708717,energie,cpam,numerique,108,4,False,864,simple,True
164,494,180,2025-05-06 03:38:29.052531,energie,cnav,numerique,31,3,True,106,moyen,False
165,2656,72,2025-06-04 01:23:45.172935,sante,pole_emploi,visio,15,1,False,634,moyen,False
166,3862,79,2024-07-30 11:54:41.798780,retraite,caf,visio,61,4,True,93,complexe,False
167,3817,219,2024-10-21 10:31:52.282013,social,cnav,numerique,42,5,True,831,complexe,True
168,1111,165,2025-05-09 09:34:05.701467,energie,ants,visio,18,5,True,1496,moyen,False
169,808,122,2024-10-11 00:11:07.491053,retraite,la_poste,numerique,95,3,False,594,complexe,True
170,486,102,2025-07-03 15:55:28.520864,energie,la_poste,visio,116,4,False,273,moyen,True
171,3192,83,2024-07-23 17:31:42.204129,emploi,la_poste,numerique,109,4,True,868,complexe,False
172,3570,284,2025-07-13 21:44:46.442469,famille,caf,physique,31,3,True,1406,moyen,True
173,3858,14,2025-07-15 11:13:30.611975,famille,pole_emploi,numerique,109,5,False,563,moyen,True
174,1635,223,2024-08-23 15:14:16.815472,energie,cpam,telephone,67,3,False,752,complexe,True
175,399,99,2024-12-30 04:29:14.045149,logement,justice,numerique,52,2,True,1149,moyen,False
176,1565,25,2024-09-01 18:50:30.215141,retraite,cnav,physique,113,2,True,1032,moyen,True
177,2708,297,2025-06-19 20:14:19.562080,emploi,msa,telephone,28,3,False,1223,simple,True
178,186,79,2025-01-28 23:25:58.223232,famille,cnav,telephone,18,4,True,19,complexe,True
179,1221,170,2025-03-04 18:32:38.787586,acces_droit,la_poste,numerique,66,5,False,975,complexe,True
180,55,280,2024-12-26 23:46:27.000269,services_postaux,caf,telephone,48,1,False,1217,moyen,True
181,4720,131,2024-12-12 18:00:42.488775,energie,msa,visio,64,4,False,866,simple,False
182,1090,37,2024-12-03 03:13:22.343026,famille,la_poste,physique,81,2,True,427,simple,False
183,3994,142,2025-04-06 17:27:37.805991,energie,cnav,physique,114,5,True,1105,moyen,False
184,194,272,2024-11-02 15:17:37.793491,energie,la_poste,telephone,53,3,True,941,complexe,False
185,188,259,2025-04-20 05:56:15.246727,logement,justice,numerique,84,1,True,108,simple,True
186,4836,271,2024-07-24 21:23:48.693041,acces_droit,la_poste,visio,83,4,True,452,simple,True
187,3705,4,2024-09-29 16:32:07.765799,social,la_poste,visio,46,3,True,94,simple,True
188,302,110,2025-06-13 20:16:57.752737,logement,la_poste,visio,77,5,False,183,complexe,False
189,4829,149,2024-11-02 13:24:37.648693,emploi,caf,telephone,81,5,True,411,complexe,True
190,1230,142,2025-01-24 17:55:22.119586,services_postaux,ants,visio,32,4,True,812,complexe,False
191,4234,123,2025-01-30 11:38:39.987392,energie,caf,visio,116,5,False,415,simple,True
192,238,152,2025-07-10 17:58:02.325655,famille,ants,telephone,22,5,False,1117,moyen,False
193,4461,124,2025-06-01 22:32:39.099645,emploi,ants,visio,109,1,True,354,complexe,False
194,3501,113,2024-08-12 15:36:18.193597,emploi,caf,telephone,21,1,True,625,moyen,True
195,61,254,2025-01-13 11:39:33.926234,famille,cnav,telephone,25,5,False,793,moyen,True
196,2472,69,2024-11-09 07:13:27.294292,services_postaux,cpam,visio,55,2,True,517,moyen,False
197,1149,168,2025-05-09 01:32:53.044960,logement,caf,physique,64,2,True,862,complexe,False
198,393,36,2025-06-28 18:08:59.845923,sante,la_poste,telephone,15,4,False,986,moyen,False
199,3368,83,2025-05-05 11:28:26.744355,emploi,msa,visio,45,3,True,1208,moyen,False
200,2038,90,2024-08-21 17:00:50.768595,acces_droit,justice,telephone,53,1,True,418,simple,False
201,3752,40,2025-03-03 05:48:48.219769,acces_droit,pole_emploi,numerique,82,1,True,912,complexe,False
202,3600,215,2025-02-19 07:49:14.259621,retraite,caf,visio,58,1,False,390,simple,False
203,3806,98,2025-03-26 06:50:35.883320,famille,caf,physique,92,4,False,850,complexe,False
204,229,19,2025-04-06 16:51:39.156187,energie,la_poste,visio,48,3,False,1198,simple,False
205,1494,246,2025-04-04 06:58:49.266094,social,ants,telephone,84,3,True,1431,complexe,True
206,2572,1,2024-10-08 05:07:06.743235,sante,cpam,telephone,77,5,False,1006,complexe,False
207,896,253,2024-10-26 08:29:22.905105,energie,cnav,numerique,98,4,False,767,simple,False
208,848,37,2025-02-18 17:45:24.523184,logement,pole_emploi,numerique,26,4,False,959,moyen,False
209,3405,230,2025-04-03 07:43:51.552215,logement,caf,numerique,76,5,False,1169,simple,True
210,4614,153,2024-12-01 17:58:28.181113,logement,cnav,visio,34,3,False,854,complexe,False
211,2004,258,2024-11-08 19:07:30.565913,social,la_poste,telephone,74,5,False,1189,simple,True
212,1238,87,2025-04-16 07:02:12.887018,emploi,cpam,visio,61,4,False,689,complexe,False
213,4551,131,2025-03-31 23:14:34.768436,retraite,msa,telephone,97,3,True,927,simple,False
214,4125,78,2025-04-08 14:52:30.617044,energie,justice,visio,52,4,True,540,complexe,True
215,1885,232,2025-04-17 01:03:36.110441,social,cnav,visio,52,5,True,935,simple,False
216,705,18,2024-10-10 21:13:07.084400,sante,pole_emploi,numerique,81,4,True,617,moyen,False
217,3044,28,2024-11-30 04:08:30.079259,sante,cpam,numerique,22,5,False,1307,complexe,True
218,1861,83,2024-08-14 15:05:29.084275,sante,caf,visio,65,5,True,1467,complexe,False
219,4356,72,2025-02-12 15:23:30.710839,retraite,cnav,telephone,27,1,False,565,moyen,True
220,3165,143,2025-02-08 07:55:36.825124,services_postaux,msa,telephone,63,1,True,983,simple,True
221,1658,156,2025-04-19 12:54:59.461042,emploi,ants,numerique,38,5,True,770,moyen,False
222,192,162,2024-10-02 03:25:48.108327,acces_droit,msa,telephone,99,3,True,856,moyen,False
223,1840,135,2025-06-21 22:26:15.092201,energie,pole_emploi,telephone,17,3,False,1457,simple,True
224,2157,267,2024-11-10 06:01:37.368618,famille,cnav,telephone,59,1,False,1194,moyen,True
225,302,228,2025-06-06 00:22:45.290059,sante,cnav,numerique,34,2,False,448,simple,True
226,2135,103,2025-07-07 22:35:02.238279,acces_droit,justice,telephone,118,3,False,1061,complexe,False
227,4808,228,2025-05-26 15:58:14.306022,energie,cnav,telephone,58,4,True,1465,simple,False
228,3676,123,2024-09-03 14:47:39.991944,services_postaux,justice,physique,101,1,True,1110,simple,True
229,669,175,2025-06-15 03:02:08.443967,energie,msa,physique,60,3,True,438,moyen,False
230,309,164,2024-07-31 07:45:37.345779,social,cpam,telephone,25,2,False,262,complexe,False
231,562,5,2024-07-25 20:21:52.825141,services_postaux,ants,telephone,36,2,True,67,simple,False
232,4313,219,2025-07-03 21:53:23.859034,famille,cnav,physique,59,1,True,300,moyen,False
233,3858,28,2025-03-28 15:48:37.818000,famille,msa,numerique,98,5,False,977,complexe,False
234,2289,106,2025-01-29 23:33:20.816803,emploi,la_poste,numerique,33,2,True,400,complexe,False
235,2301,101,2025-01-23 01:59:17.767979,famille,cnav,physique,89,4,False,1034,simple,True
236,4964,56,2025-04-16 10:30:21.260147,energie,caf,telephone,103,2,False,866,simple,True
237,1504,137,2025-04-11 16:42:54.448154,acces_droit,caf,physique,68,3,False,851,simple,False
238,2592,211,2024-11-12 01:11:15.044724,services_postaux,msa,visio,62,2,False,180,moyen,True
239,2419,245,2025-05-21 00:00:32.712821,services_postaux,cpam,telephone,33,4,False,1292,simple,True
240,2182,235,2025-07-08 20:08:30.684692,retraite,msa,numerique,70,1,False,685,complexe,True
241,835,209,2025-03-15 19:25:32.270263,emploi,caf,telephone,26,4,False,358,complexe,False
242,849,156,2024-11-22 00:27:32.649162,energie,justice,numerique,98,2,False,663,simple,False
243,3486,233,2024-10-24 10:53:18.721825,sante,msa,visio,15,1,False,1305,moyen,False
244,854,163,2025-04-26 12:17:49.833537,retraite,ants,numerique,62,4,True,2,complexe,False
245,3722,296,2025-02-21 03:14:32.850788,logement,justice,physique,50,2,False,431,complexe,True
246,545,300,2025-05-15 09:10:07.005780,services_postaux,cpam,visio,116,2,False,464,simple,True
247,1608,112,2025-07-07 16:58:38.690859,famille,cpam,numerique,72,5,False,940,simple,False
248,1425,158,2025-05-10 13:42:45.331227,energie,ants,telephone,98,2,True,1345,moyen,True
249,1335,254,2025-01-14 02:09:14.521765,emploi,justice,physique,30,5,True,100,moyen,False
250,3027,52,2025-04-20 09:35:08.400969,emploi,la_poste,visio,15,5,False,351,simple,False
251,2547,299,2024-12-01 05:47:29.463079,famille,pole_emploi,visio,56,1,True,827,complexe,False
252,166,42,2025-04-01 05:40:54.804734,retraite,la_poste,telephone,114,4,True,335,complexe,True
253,68,40,2025-05-24 07:08:36.998234,emploi,caf,physique,120,2,True,926,simple,True
254,2185,288,2025-06-14 05:48:53.676637,emploi,ants,visio,53,5,False,1473,complexe,True
255,519,21,2024-12-22 22:42:19.579635,emploi,pole_emploi,physique,99,1,True,1111,moyen,True
256,1384,71,2024-10-24 11:32:01.709823,sante,la_poste,visio,74,1,True,772,complexe,False
257,4129,248,2025-03-05 13:24:01.163678,energie,ants,numerique,56,4,False,302,moyen,True
258,3763,186,2024-10-14 18:22:38.115084,energie,ants,numerique,91,3,False,1319,moyen,False
259,4802,170,2024-10-14 03:23:34.398198,retraite,pole_emploi,telephone,118,3,False,826,simple,True
260,1261,134,2025-07-03 17:01:13.798706,logement,pole_emploi,physique,101,5,True,739,simple,True
261,3882,92,2024-12-05 06:57:42.363893,acces_droit,caf,telephone,105,4,True,1337,simple,False
262,885,225,2025-07-03 03:13:06.730560,energie,cnav,numerique,44,3,False,882,moyen,True
263,476,297,2024-12-23 14:24:37.157155,acces_droit,cnav,numerique,20,2,False,1053,complexe,False
264,4414,56,2025-06-09 08:04:55.046830,sante,ants,physique,61,3,False,1433,moyen,False
265,2942,150,2025-01-06 08:11:14.481114,energie,ants,numerique,45,4,False,337,moyen,False
266,321,300,2025-02-08 16:42:20.885740,logement,la_poste,physique,80,4,False,1137,simple,True
267,1367,155,2024-08-19 01:11:39.088496,retraite,ants,physique,65,2,True,1337,simple,False
268,4887,288,2025-03-21 11:51:50.175286,emploi,justice,physique,64,2,False,145,simple,True
269,3744,139,2024-11-07 21:47:34.066679,sante,justice,visio,118,2,False,711,moyen,True
270,3384,294,2025-07-08 10:07:30.846104,emploi,la_poste,telephone,77,3,True,1432,complexe,False
271,3353,197,2025-03-19 23:44:28.756277,retraite,ants,telephone,46,1,True,368,complexe,True
272,1264,257,2025-03-26 01:52:00.260821,logement,pole_emploi,numerique,25,4,True,1355,simple,True
273,2891,38,2025-01-19 18:01:50.788857,acces_droit,cnav,telephone,111,1,True,680,complexe,True
274,2386,134,2025-01-02 07:38:51.116236,retraite,caf,telephone,36,3,False,1438,simple,True
275,4710,134,2024-12-30 20:09:44.408629,acces_droit,pole_emploi,telephone,86,3,True,513,simple,True
276,3288,13,2024-11-07 01:28:41.267802,services_postaux,la_poste,telephone,15,4,True,863,complexe,False
277,1867,289,2024-09-03 09:47:34.619306,services_postaux,cpam,visio,26,3,False,1479,complexe,False
278,3912,131,2025-05-09 07:57:48.705491,services_postaux,ants,visio,50,1,True,1253,complexe,True
279,3486,236,2024-07-24 14:13:31.977931,acces_droit,pole_emploi,telephone,41,5,False,956,complexe,True
280,1230,97,2025-01-28 06:07:42.270708,services_postaux,cnav,physique,87,4,False,226,moyen,True
281,4933,14,2025-01-17 08:15:42.867838,energie,caf,physique,93,2,True,1241,simple,True
282,277,40,2025-07-18 07:55:21.582120,services_postaux,msa,visio,61,1,False,1169,simple,True
283,3904,108,2025-02-15 17:29:34.624792,energie,caf,numerique,28,4,True,1101,moyen,True
284,4275,150,2024-08-26 08:49:26.891174,retraite,la_poste,telephone,103,4,True,1448,simple,False
285,1840,73,2025-03-06 20:00:59.651571,famille,cnav,telephone,88,5,True,1475,moyen,True
286,165,54,2025-02-13 01:11:25.690150,emploi,ants,visio,100,2,True,545,moyen,False
287,2577,242,2024-09-06 11:42:34.557021,famille,cpam,numerique,37,1,False,789,complexe,True
288,1850,233,2024-10-03 06:05:10.971888,social,cnav,physique,22,5,True,794,complexe,False
